@RELATION svmSMtemp
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE features69 NUMERIC
@ATTRIBUTE features70 NUMERIC
@ATTRIBUTE features71 NUMERIC
@ATTRIBUTE features72 NUMERIC
@ATTRIBUTE features73 NUMERIC
@ATTRIBUTE features74 NUMERIC
@ATTRIBUTE features75 NUMERIC
@ATTRIBUTE features76 NUMERIC
@ATTRIBUTE features77 NUMERIC
@ATTRIBUTE features78 NUMERIC
@ATTRIBUTE features79 NUMERIC
@ATTRIBUTE features80 NUMERIC
@ATTRIBUTE features81 NUMERIC
@ATTRIBUTE features82 NUMERIC
@ATTRIBUTE features83 NUMERIC
@ATTRIBUTE features84 NUMERIC
@ATTRIBUTE features85 NUMERIC
@ATTRIBUTE features86 NUMERIC
@ATTRIBUTE features87 NUMERIC
@ATTRIBUTE features88 NUMERIC
@ATTRIBUTE features89 NUMERIC
@ATTRIBUTE features90 NUMERIC
@ATTRIBUTE features91 NUMERIC
@ATTRIBUTE features92 NUMERIC
@ATTRIBUTE features93 NUMERIC
@ATTRIBUTE features94 NUMERIC
@ATTRIBUTE features95 NUMERIC
@ATTRIBUTE features96 NUMERIC
@ATTRIBUTE features97 NUMERIC
@ATTRIBUTE features98 NUMERIC
@ATTRIBUTE features99 NUMERIC
@ATTRIBUTE features100 NUMERIC
@ATTRIBUTE features101 NUMERIC
@ATTRIBUTE features102 NUMERIC
@ATTRIBUTE features103 NUMERIC
@ATTRIBUTE features104 NUMERIC
@ATTRIBUTE features105 NUMERIC
@ATTRIBUTE features106 NUMERIC
@ATTRIBUTE features107 NUMERIC
@ATTRIBUTE features108 NUMERIC
@ATTRIBUTE features109 NUMERIC
@ATTRIBUTE features110 NUMERIC
@ATTRIBUTE features111 NUMERIC
@ATTRIBUTE features112 NUMERIC
@ATTRIBUTE features113 NUMERIC
@ATTRIBUTE features114 NUMERIC
@ATTRIBUTE features115 NUMERIC
@ATTRIBUTE features116 NUMERIC
@ATTRIBUTE features117 NUMERIC
@ATTRIBUTE features118 NUMERIC
@ATTRIBUTE features119 NUMERIC
@ATTRIBUTE features120 NUMERIC
@ATTRIBUTE features121 NUMERIC
@ATTRIBUTE features122 NUMERIC
@ATTRIBUTE features123 NUMERIC
@ATTRIBUTE features124 NUMERIC
@ATTRIBUTE features125 NUMERIC
@ATTRIBUTE features126 NUMERIC
@ATTRIBUTE features127 NUMERIC
@ATTRIBUTE features128 NUMERIC
@ATTRIBUTE features129 NUMERIC
@ATTRIBUTE features130 NUMERIC
@ATTRIBUTE features131 NUMERIC
@ATTRIBUTE features132 NUMERIC
@ATTRIBUTE features133 NUMERIC
@ATTRIBUTE features134 NUMERIC
@ATTRIBUTE features135 NUMERIC
@ATTRIBUTE features136 NUMERIC
@ATTRIBUTE class {split_audio_coyote,split_audio_bg}

@DATA
0.063456,0.070112,3.077680,0.131627,0.175147,0.141432,0.024256,0.067734,-25.302616,-1.176014,-1.260392,1.314697,0.056510,-0.326415,0.139773,0.101575,0.380208,-0.372600,0.000590,0.361103,-0.164511,0.003211,0.006099,0.008121,0.001628,0.000958,0.005828,0.003963,0.001103,0.003229,0.007763,0.003995,0.005819,0.007807,-0.000648,-0.000965,-0.024059,0.004544,0.004527,0.005842,0.001806,-0.000843,-0.136031,0.037951,0.035711,0.009896,0.007606,-0.045367,0.112682,-0.018198,-0.033646,0.049523,-0.018479,0.013745,-0.013063,-0.001912,-0.000137,0.000029,-0.000000,0.000171,0.000033,0.000487,-0.000010,0.000012,0.002745,0.000209,-0.000116,0.000229,0.013474,0.058236,0.241613,0.032214,0.040807,0.103141,0.016916,0.014309,1.809918,0.872146,0.572129,0.431381,0.415152,0.443635,0.548771,0.391295,0.592756,0.482135,0.234825,0.238389,0.202267,0.006738,0.011219,0.012505,0.002591,0.001266,0.009662,0.004010,0.001923,0.005371,0.011562,0.006537,0.015290,0.003806,0.010705,0.066049,0.278395,0.039455,0.048279,0.144654,0.027908,0.011116,2.051708,0.809734,0.460639,0.500085,0.357360,0.500161,0.549912,0.509677,0.660890,0.537940,0.362946,0.319368,0.309018,0.006580,0.016285,0.018817,0.003818,0.001706,0.012702,0.005401,0.002920,0.007982,0.014419,0.008524,0.022851,0.005846,split_audio_coyote
0.071663,0.082244,3.160511,0.132350,0.167679,0.225187,0.022808,0.075368,-25.478957,-1.290595,-0.858955,0.767945,-0.230510,0.657677,0.165497,-0.931285,0.922705,-0.026019,-0.387312,0.367823,-0.149445,0.007189,0.000345,0.000252,0.000188,0.000140,0.000128,0.001459,0.001122,0.007329,0.007410,0.012585,0.017231,0.011212,0.002495,0.002275,-0.031949,-0.001288,-0.003000,0.009340,0.001136,0.000807,0.106025,-0.052449,0.024487,0.009180,-0.017805,-0.005198,-0.049689,0.019474,0.076076,-0.071202,-0.016343,0.039145,0.014186,0.000328,0.000015,-0.000060,-0.000004,-0.000002,0.000001,-0.000018,-0.000040,-0.004206,-0.000032,0.000177,0.001698,-0.000691,0.011105,0.063407,0.139853,0.017001,0.023254,0.114344,0.012840,0.004749,0.958997,0.548833,0.434572,0.294609,0.409716,0.313103,0.697121,0.382389,0.619832,0.566021,0.314264,0.304785,0.203056,0.013452,0.000774,0.000297,0.000289,0.000144,0.000126,0.003732,0.003493,0.019071,0.013831,0.015220,0.041992,0.011060,0.008460,0.051392,0.150941,0.023250,0.027717,0.100394,0.016586,0.002600,1.072337,0.637752,0.466389,0.377267,0.475966,0.398094,0.504103,0.400876,0.582569,0.483005,0.369283,0.261238,0.230179,0.015177,0.001010,0.000278,0.000433,0.000187,0.000145,0.005373,0.004929,0.019896,0.014216,0.017897,0.062307,0.017466,split_audio_coyote
0.073837,0.049111,3.086954,0.145739,0.191058,0.238405,0.019264,0.087496,-25.570867,-1.116798,-1.467811,1.204193,0.280550,0.198483,-0.091364,-0.227392,0.602889,0.062852,-0.298415,0.285455,-0.074416,0.006146,0.004066,0.004066,0.003668,0.001300,0.001579,0.008294,0.004250,0.003698,0.007830,0.012016,0.019917,0.012198,-0.005254,0.000083,-0.049393,-0.004912,-0.000060,-0.083252,0.001433,-0.014471,0.113113,0.006611,-0.124424,-0.041993,0.061382,0.025441,-0.049270,-0.009259,0.019280,0.012923,-0.034550,-0.005491,0.009005,0.000615,0.000256,-0.000101,-0.000020,-0.000041,-0.000036,-0.002875,0.000003,0.000034,0.000038,0.002147,0.001767,-0.000076,0.029079,0.035756,0.424328,0.045475,0.035154,0.375452,0.008880,0.055326,1.526483,0.731881,0.567958,0.414107,0.378939,0.391168,0.338208,0.556545,0.591150,0.415933,0.455065,0.380405,0.277861,0.008256,0.009347,0.006030,0.008541,0.003422,0.003430,0.016633,0.009062,0.007049,0.011591,0.016870,0.029464,0.005859,0.025107,0.049227,0.548926,0.037871,0.032541,0.338693,0.010361,0.050478,1.388092,0.927312,0.606165,0.549484,0.388854,0.434991,0.344580,0.525990,0.535314,0.590532,0.387498,0.367783,0.362933,0.010561,0.013714,0.007983,0.010566,0.004800,0.003690,0.017421,0.013681,0.010211,0.013117,0.017151,0.035788,0.008100,split_audio_coyote
0.069195,0.016744,2.888643,0.222389,0.261355,0.279140,0.014057,0.056556,-28.463582,1.242759,-0.321158,0.902958,0.639359,0.174639,0.006556,0.315688,0.260205,0.062862,0.134524,0.074717,0.044673,0.005252,0.005973,0.054351,0.004697,0.008385,0.003267,0.072968,0.001357,0.002564,0.006463,0.075515,0.004564,0.037588,0.000179,0.000000,-0.001444,-0.000143,-0.000061,0.000028,0.000046,0.000006,0.007137,-0.000751,-0.004379,0.002044,-0.003042,-0.000889,-0.001359,-0.002474,-0.001300,0.000516,-0.000136,0.001095,-0.001033,-0.000000,0.000001,0.001771,0.000005,0.000027,0.000001,0.000207,0.000001,0.000005,0.000009,-0.001346,0.000001,0.000109,0.037569,0.027018,0.372629,0.064758,0.046634,0.217022,0.009597,0.069784,2.078191,0.808895,0.839123,0.496365,0.369908,0.410334,0.480356,0.384336,0.425113,0.466643,0.328257,0.218898,0.162560,0.008160,0.010844,0.056955,0.008732,0.009364,0.007138,0.064701,0.003217,0.004834,0.009935,0.060379,0.009841,0.020071,0.046024,0.027093,0.536389,0.064801,0.043628,0.261076,0.011923,0.092890,1.950593,0.942615,0.913650,0.534994,0.430510,0.470200,0.560979,0.456367,0.496641,0.494698,0.394392,0.258083,0.209299,0.010678,0.015424,0.069828,0.012976,0.012641,0.009813,0.077754,0.004432,0.006251,0.014008,0.073862,0.011545,0.021796,split_audio_coyote
0.071688,0.037253,3.044414,0.140819,0.189461,0.164156,0.027369,0.078734,-26.673834,-1.043472,-1.298823,1.302612,0.208648,0.045214,-0.355723,0.378641,0.294986,-0.332679,-0.019325,0.120625,-0.003845,0.013202,0.028479,0.007896,0.006648,0.001180,0.003068,0.005179,0.009893,0.001379,0.000525,0.001051,0.001040,0.014594,-0.005018,0.000609,0.086624,-0.006358,-0.005415,-0.046706,0.001509,-0.001708,0.207124,-0.101581,-0.051147,0.054776,-0.062913,0.030563,-0.029136,-0.024728,0.070600,-0.058714,0.007670,0.014898,0.002876,-0.000087,0.004206,-0.000811,0.000098,-0.000363,-0.001341,-0.001140,-0.000620,0.000085,0.000046,0.000243,-0.000053,0.000654,0.022231,0.052283,0.419948,0.034224,0.034568,0.214267,0.015026,0.014056,1.796310,0.689541,0.357427,0.432962,0.340219,0.384917,0.595367,0.320594,0.558286,0.684486,0.458356,0.275882,0.160664,0.024996,0.028736,0.013822,0.021632,0.002084,0.006241,0.007394,0.014966,0.002716,0.000653,0.001745,0.001539,0.006618,0.023951,0.063866,0.452596,0.030895,0.033734,0.172333,0.017199,0.019214,1.634298,0.821341,0.355115,0.435053,0.377833,0.414502,0.501958,0.368795,0.565135,0.541817,0.412043,0.353973,0.230771,0.026705,0.034878,0.019605,0.030863,0.002290,0.006710,0.007324,0.017888,0.003171,0.000736,0.001883,0.002173,0.008246,split_audio_coyote
0.072142,0.052306,3.081930,0.133071,0.167970,0.391578,0.015047,0.089950,-25.967545,-1.826584,-1.042816,1.402209,-0.003193,-0.313801,0.032700,0.337701,0.051053,-0.177833,0.051800,0.246653,-0.160643,0.003796,0.005185,0.029145,0.005314,0.006572,0.006496,0.006148,0.007781,0.001892,0.003418,0.002663,0.007394,0.012732,-0.002382,0.000781,-0.030877,-0.010878,-0.012523,-0.010538,0.001810,-0.001248,0.311025,-0.202604,0.018605,0.138983,-0.108341,-0.058418,0.058599,0.019425,-0.090692,0.024922,-0.035221,0.040214,-0.072905,-0.002008,-0.000957,-0.008111,0.000051,0.001063,0.001466,-0.002311,0.000195,0.000006,-0.000634,-0.001447,-0.000942,-0.001486,0.010206,0.064057,0.160771,0.029968,0.040266,0.191121,0.006974,0.014593,2.423695,1.055498,0.382089,0.583865,0.320897,0.248986,0.515284,0.625959,0.338922,0.491054,0.385356,0.186406,0.207751,0.005408,0.007184,0.050184,0.007323,0.006684,0.006905,0.006562,0.013906,0.003408,0.004295,0.004081,0.010405,0.011365,0.013857,0.072725,0.243019,0.032804,0.046530,0.227445,0.006740,0.014793,2.659554,1.462515,0.577527,0.831480,0.323106,0.345494,0.664163,0.805196,0.488683,0.593990,0.501785,0.226914,0.271504,0.006189,0.009593,0.075281,0.010405,0.011224,0.011220,0.005891,0.021793,0.004913,0.005386,0.004353,0.010415,0.017702,split_audio_coyote
0.071137,0.011983,3.091742,0.138585,0.182453,0.339399,0.019495,0.087261,-28.055174,-1.460478,-1.167624,1.252846,0.295196,0.128452,-0.315556,0.146491,0.344894,-0.120459,-0.125788,0.117312,-0.006409,0.020416,0.019879,0.003171,0.003008,0.003592,0.003736,0.005499,0.004294,0.003584,0.002642,0.003152,0.006811,0.013983,-0.000222,-0.000181,0.002392,0.000744,0.001545,0.002734,0.001108,-0.001637,-0.042912,0.071269,-0.024300,-0.006405,0.014476,-0.014933,-0.000257,0.005783,-0.041254,0.037080,-0.023511,-0.007316,0.009814,0.001030,0.000031,-0.001371,0.000009,0.000052,0.000109,0.000469,0.000017,0.000021,-0.000037,-0.000147,0.000712,-0.000142,0.017858,0.018994,0.295075,0.022135,0.027887,0.262380,0.008412,0.019002,1.343741,0.888757,0.499918,0.581791,0.434168,0.451911,0.522971,0.493571,0.454504,0.542855,0.388392,0.339241,0.216808,0.030935,0.031987,0.008111,0.009104,0.006040,0.008265,0.008875,0.006874,0.005884,0.004174,0.004713,0.011285,0.010148,0.017605,0.023844,0.347130,0.021071,0.027852,0.264164,0.007665,0.018909,1.218962,0.850820,0.475576,0.705258,0.509542,0.514938,0.544254,0.534639,0.541896,0.470419,0.456099,0.435964,0.225195,0.036287,0.045412,0.008062,0.012192,0.008289,0.012329,0.012189,0.007652,0.008569,0.005943,0.006246,0.016407,0.014985,split_audio_coyote
0.077609,0.028578,3.063714,0.179611,0.221167,0.403327,0.014585,0.087046,-27.572400,-0.877933,-1.030350,0.916524,0.394194,0.241672,0.148168,-0.492068,0.655980,0.018018,-0.357753,0.247093,-0.127444,0.006099,0.009157,0.004900,0.001346,0.001974,0.002037,0.015147,0.004647,0.003565,0.010879,0.012890,0.021568,0.015507,0.002575,-0.002365,0.001896,0.005840,0.004632,0.082725,-0.000407,0.006466,-0.249921,-0.017356,0.110081,0.057072,0.027343,-0.114454,0.057127,-0.052268,-0.072118,0.089067,-0.014765,-0.069830,0.033449,-0.000577,-0.000050,-0.000574,-0.000579,-0.000600,-0.000107,0.001155,0.000260,0.000177,0.001805,0.000904,-0.001221,0.000190,0.023707,0.038493,0.247988,0.047030,0.039016,0.272582,0.007860,0.019449,1.665645,0.766569,0.702514,0.435817,0.238537,0.711045,0.590982,0.321444,0.587934,0.417102,0.361882,0.213723,0.229400,0.014297,0.019125,0.008423,0.003078,0.003777,0.003759,0.020462,0.005514,0.005835,0.007511,0.015673,0.040449,0.011185,0.020657,0.028106,0.343823,0.054179,0.046094,0.173870,0.009032,0.016604,1.272871,1.072617,0.682088,0.533830,0.308675,0.822635,0.512189,0.421679,0.487139,0.424941,0.479654,0.211314,0.282701,0.018982,0.020932,0.011345,0.003189,0.003695,0.005211,0.029706,0.007399,0.007412,0.010631,0.024472,0.048716,0.013614,split_audio_coyote
0.063589,0.016697,3.002560,0.176369,0.219235,0.317465,0.015485,0.091697,-30.422951,-0.083521,-1.051868,0.720546,0.446714,0.154266,-0.402176,0.252108,0.577461,-0.046305,-0.050201,0.043696,-0.052485,0.005773,0.016465,0.016407,0.006562,0.005192,0.002675,0.058764,0.000879,0.002116,0.007100,0.016421,0.010298,0.026885,-0.068172,0.000074,0.236847,-0.053295,-0.027375,-0.298377,0.002984,-0.125892,0.790801,-0.648090,-0.009494,0.159337,0.156694,0.073261,-0.288489,0.177309,0.201831,-0.239441,0.123964,0.041358,-0.005002,-0.001277,0.011582,-0.009882,-0.001279,-0.001757,-0.001057,-0.010139,-0.000492,0.000001,-0.006335,-0.009202,-0.003963,-0.000771,0.032806,0.038361,0.225060,0.064112,0.047450,0.245907,0.009291,0.076867,3.376086,0.843608,0.545399,0.307185,0.198678,0.315730,0.266470,0.374318,0.350499,0.261710,0.287576,0.148458,0.114854,0.007574,0.004083,0.015646,0.010553,0.005656,0.003424,0.065975,0.001456,0.003014,0.014542,0.016765,0.015408,0.016880,0.021095,0.045391,0.290656,0.040459,0.028594,0.161715,0.009061,0.049267,1.668953,0.564748,0.398419,0.272312,0.222830,0.398805,0.323679,0.359038,0.354240,0.343309,0.288694,0.192472,0.148335,0.010762,0.003960,0.015172,0.014936,0.007642,0.004545,0.035838,0.002137,0.003861,0.020782,0.023024,0.016556,0.011391,split_audio_coyote
0.118255,0.008842,3.192535,0.154337,0.162630,0.586785,0.013562,0.194871,-29.718183,-0.247356,-1.886408,1.028422,-0.307501,0.140474,0.127270,0.056328,0.279491,0.337180,-0.108673,0.155780,0.273248,0.003488,0.003657,0.006658,0.002083,0.004947,0.002198,0.009618,0.002202,0.008636,0.012179,0.004874,0.010143,0.008708,0.001290,-0.000069,0.004327,0.000968,0.000434,0.012788,-0.000497,0.001834,-0.047408,-0.001510,-0.018340,-0.003441,0.000623,0.003385,-0.003293,0.016762,-0.000445,0.002124,0.008738,-0.005913,0.000361,0.000022,0.000054,-0.000084,0.000055,0.000158,0.000062,0.000013,0.000056,-0.000113,-0.000021,-0.000262,-0.000305,-0.000129,0.030774,0.016495,0.145106,0.025277,0.023380,0.274961,0.021225,0.075446,1.299538,0.463864,0.374516,0.325022,0.300931,0.249072,0.223694,0.236897,0.195519,0.160625,0.244164,0.157441,0.155180,0.003415,0.003979,0.005930,0.001544,0.003745,0.004216,0.008310,0.002031,0.017993,0.014037,0.003534,0.007949,0.007101,0.024054,0.023211,0.195087,0.033174,0.037354,0.197074,0.021352,0.045972,1.383415,0.513964,0.513174,0.312940,0.378163,0.276993,0.294689,0.270566,0.282849,0.238390,0.230100,0.226240,0.196203,0.004919,0.006363,0.008698,0.002067,0.005140,0.006129,0.010687,0.003191,0.027162,0.012115,0.004497,0.011622,0.007836,split_audio_coyote
0.115839,0.008624,3.172492,0.150616,0.162070,0.558924,0.016381,0.198799,-29.493707,-0.329296,-2.004271,1.016675,-0.250947,0.102423,0.121079,0.054404,0.302279,0.296232,-0.095199,0.067216,0.308020,0.003721,0.005100,0.007969,0.002338,0.004189,0.001863,0.008291,0.002087,0.011635,0.008240,0.005159,0.015110,0.009594,0.001467,-0.000052,-0.000693,0.000911,0.000718,0.009404,-0.000625,0.001584,-0.026746,-0.008835,-0.013826,-0.011160,0.006306,0.002248,-0.005830,0.009367,0.009022,-0.003775,0.006414,0.007601,-0.002517,-0.000015,0.000085,0.000165,0.000009,-0.000009,0.000010,0.000144,0.000067,-0.000084,-0.000011,0.000083,0.000319,0.000067,0.031708,0.015469,0.186588,0.027301,0.026684,0.272611,0.020655,0.075673,1.448901,0.484504,0.562562,0.354283,0.375018,0.294711,0.346574,0.284010,0.236471,0.183550,0.238541,0.182299,0.151125,0.006347,0.005120,0.007201,0.002597,0.005071,0.002309,0.011015,0.002084,0.026157,0.008609,0.004337,0.016356,0.009726,0.024783,0.021137,0.216770,0.032674,0.034267,0.197755,0.024239,0.064856,1.445236,0.627939,0.504008,0.360039,0.388749,0.391573,0.336911,0.325287,0.314547,0.239096,0.259521,0.224717,0.197272,0.008857,0.006612,0.010104,0.003496,0.007103,0.002992,0.013543,0.002784,0.034315,0.006978,0.005758,0.024666,0.013241,split_audio_coyote
0.132113,0.007699,3.167586,0.157690,0.162160,0.676262,0.020016,0.228771,-29.495520,-0.082119,-2.159118,0.899811,-0.123838,0.083693,0.063823,0.130211,0.361277,0.342633,0.011720,0.036411,0.383239,0.006623,0.004246,0.006781,0.002493,0.004660,0.001631,0.009041,0.003467,0.007825,0.009469,0.005440,0.019740,0.010058,-0.000320,0.000003,-0.000279,-0.000144,-0.000200,-0.000598,0.000053,0.000277,-0.000987,-0.014260,-0.020829,-0.024233,-0.001272,0.001424,-0.001708,0.019764,0.014513,0.002541,0.006942,0.001511,0.001293,-0.000064,0.000277,-0.000400,0.000056,0.000043,0.000088,-0.000460,-0.000183,-0.000155,-0.000054,-0.000206,0.003366,0.000687,0.040603,0.012034,0.163089,0.021231,0.017276,0.326865,0.021538,0.087899,1.232535,0.384663,0.375085,0.316044,0.319831,0.214368,0.287453,0.291958,0.218482,0.192152,0.276653,0.134985,0.153043,0.006529,0.004087,0.007485,0.002364,0.004705,0.001380,0.006731,0.007060,0.013963,0.017337,0.004704,0.025158,0.009364,0.030042,0.015221,0.164250,0.023738,0.027268,0.219510,0.021546,0.056072,1.512632,0.465441,0.492601,0.387595,0.399322,0.265098,0.323161,0.355372,0.321479,0.242755,0.277851,0.173872,0.175393,0.007830,0.005117,0.009348,0.002722,0.007040,0.001947,0.007935,0.012474,0.020804,0.023843,0.005996,0.036674,0.013032,split_audio_coyote
0.055321,0.024997,3.111859,0.113728,0.162385,0.359153,0.009839,0.074952,-26.134944,0.829884,0.003736,0.826599,-0.126012,0.849126,-0.086701,-0.062297,-0.204035,0.588849,-0.134012,-0.354536,0.004980,0.016518,0.003690,0.031053,0.007753,0.020268,0.003692,0.021847,0.006588,0.008221,0.021424,0.026835,0.002407,0.017866,-0.001026,-0.002704,0.004235,-0.000614,0.000066,-0.009106,-0.000343,-0.000484,-0.162604,0.078693,-0.021585,0.028862,-0.016786,-0.033530,0.000692,0.015742,0.020595,-0.016100,0.013219,0.010292,-0.010433,0.001116,0.000009,0.001059,0.000214,0.001887,-0.000593,0.001077,0.000015,-0.000153,0.000358,0.000688,0.000676,0.000355,0.014954,0.031581,0.182753,0.015055,0.026125,0.255196,0.006491,0.025312,2.461905,1.085848,0.674481,0.427532,0.317855,0.562450,0.383098,0.330436,0.317019,0.421741,0.291297,0.225123,0.252337,0.017084,0.006341,0.028524,0.006579,0.018209,0.004188,0.021663,0.011672,0.011875,0.021767,0.027670,0.003665,0.006796,0.012086,0.028722,0.260557,0.018124,0.023593,0.332228,0.007550,0.016116,1.265851,0.659424,0.519126,0.451932,0.352735,0.458170,0.496495,0.389580,0.389204,0.403557,0.336818,0.214405,0.292505,0.015755,0.008716,0.023431,0.010690,0.016535,0.005141,0.015962,0.014952,0.018004,0.031335,0.022772,0.004118,0.006807,split_audio_coyote
0.055074,0.051783,3.275112,0.096185,0.138493,0.091758,0.012475,0.087101,-23.976335,0.824048,-1.111716,0.389075,-0.329015,1.277897,0.356083,-0.278890,-0.694276,0.259792,0.709542,-0.425677,0.023725,0.001828,0.002890,0.003635,0.001445,0.003600,0.003432,0.020777,0.123325,0.003539,0.003071,0.002759,0.000839,0.036555,-0.000044,-0.000193,0.007637,0.000328,0.001032,-0.007470,0.000509,0.000016,-0.006710,-0.018223,-0.005820,0.004246,0.009040,0.018115,-0.019839,-0.015715,-0.004316,0.033310,-0.001687,-0.001091,-0.003346,-0.000317,0.001086,-0.000382,-0.000202,-0.000892,-0.000983,0.006041,-0.001113,-0.000069,-0.000040,-0.000173,-0.000018,0.001199,0.007289,0.016401,0.083087,0.024317,0.041469,0.109049,0.018007,0.002835,1.222838,0.838369,0.600467,0.383412,0.323467,0.266292,0.280611,0.265759,0.239140,0.343528,0.342161,0.208227,0.194756,0.001979,0.006535,0.004749,0.001964,0.005915,0.005188,0.032084,0.058340,0.002790,0.004413,0.002652,0.001873,0.012637,0.006392,0.016759,0.073350,0.031457,0.055983,0.119892,0.017562,0.003017,1.568031,0.717087,0.678067,0.384593,0.387293,0.303273,0.340318,0.308521,0.290485,0.272269,0.348630,0.187796,0.212335,0.001908,0.007665,0.004385,0.001296,0.004055,0.003501,0.031726,0.034078,0.001589,0.004855,0.002167,0.002529,0.009809,split_audio_coyote
0.092765,0.018641,2.883775,0.238834,0.260565,0.399880,0.015266,0.072515,-28.311263,0.631263,-0.801969,0.852479,0.571118,0.135028,-0.094988,0.334820,0.197182,0.060640,0.139666,0.059232,0.013228,0.008713,0.008498,0.048948,0.004016,0.010644,0.004828,0.082534,0.001456,0.002154,0.010194,0.025266,0.006865,0.036080,-0.000425,0.000001,-0.000919,-0.000527,-0.000013,-0.002072,0.000038,-0.000385,0.001632,0.000984,0.007573,0.010740,0.006937,-0.010739,-0.008699,-0.001934,0.003214,0.004485,0.002907,-0.002631,-0.001942,0.000027,-0.000002,-0.001481,0.000058,0.000089,0.000001,0.001519,-0.000002,-0.000006,0.000006,-0.000298,0.000009,0.000083,0.042249,0.027398,0.401823,0.077478,0.045120,0.272422,0.010855,0.058388,1.993191,0.794233,0.786558,0.507483,0.273461,0.449364,0.406165,0.479632,0.525433,0.408578,0.324473,0.238223,0.173728,0.015357,0.019189,0.057362,0.006288,0.016075,0.012504,0.075551,0.003368,0.005190,0.020528,0.030323,0.013340,0.022170,0.052517,0.035696,0.566905,0.087521,0.046953,0.344657,0.013285,0.081518,2.151817,0.865486,0.855414,0.576237,0.352927,0.474374,0.425193,0.488753,0.522672,0.464973,0.332285,0.275154,0.238486,0.020816,0.026656,0.073425,0.008823,0.021035,0.017246,0.088270,0.004515,0.006358,0.024075,0.040642,0.017719,0.027542,split_audio_coyote
